instance_id,repo,language,mech_class,mech_category,mech_confidence,mech_secondary,mech_why,mech_risk,behavior_prior,prior_why,prior_confidence,realized_label,realized_mix,realized_source,ps_chars,ps_has_traceback,ps_has_repro,hints_chars,patch_files,patch_hunks,patch_add,patch_del,patch_exts,test_files,test_hunks,test_add,n_f2p,n_p2p,touches_header,touches_build,touches_core
caddyserver__caddy-5761,caddyserver/caddy,Go,A,A,high,X-SMALL (A),"caddy -> A. scope=1+0=1 -> 1d X-SMALL. ps_chars=277 sits in the W-READ band but 1b-1d fire before STEP 2, so no read was spent.",high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,277,0,1,252,1,1,13,3,.go,1,2,48,1,0,0,0,1
caddyserver__caddy-5870,caddyserver/caddy,Go,A,A,high,X-SMALL (A),caddy -> A. scope=1+0=1 -> 1d X-SMALL. One of 7 caddy instances with n_p2p=0.,high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1807,0,1,88,1,1,14,2,.go,1,1,6,1,0,0,0,1
caddyserver__caddy-5995,caddyserver/caddy,Go,A,A,high,X-SMALL (A),"caddy -> A. scope=1+0=1 -> 1d X-SMALL. test_files=3/test_add=69 shows a real test edit, but F2P/P2P harvest is 1 test, so the selected suite cannot amortise caddy's build closure.",high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1160,0,1,50,1,1,1,1,.go,3,4,69,1,0,0,0,1
caddyserver__caddy-6051,caddyserver/caddy,Go,A,A,high,A.L,"caddy -> A. scope=1+19=20, the caddy max -> ascending rank 4/4 -> tier L. W-READ fired (ps_chars=545) and I READ it: names heredoc whitespace stripping, `caddy fmt`, the exact adapter error string and a reproducing Caddyfile -> passes 2a, NOT reclassified X-DEGEN.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,545,0,1,138,1,1,5,0,.go,1,1,42,1,19,0,0,1
caddyserver__caddy-6115,caddyserver/caddy,Go,A,A,high,A.M,"caddy -> A. scope=1+16=17 >= 10, ps_chars=1092. Rank 2/4 -> tier M. W-LOWLEV (17 < caddy eligible median 18). hints_chars=873 means the search phase is partly given away (harness-fence effect only).",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1092,0,1,873,1,1,12,2,.go,1,2,54,1,16,0,0,1
caddyserver__caddy-6288,caddyserver/caddy,Go,A,A,high,X-SMALL (A),caddy -> A. scope=1+0=1 -> 1d X-SMALL despite patch_files=2/hunks=4/add=31.,high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,867,0,1,1191,2,4,31,9,.go,1,3,42,1,0,0,0,1
caddyserver__caddy-6345,caddyserver/caddy,Go,A,A,high,X-SMALL (A),caddy -> A. scope=1+0=1 -> 1d X-SMALL. ps_chars=313 + ps_has_repro=0 + hints=0 would also have been the weakest W-READ candidate in Go.,high (X-SMALL: R3 scope 1 < 10),S,"tiny fix (6+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,313,0,0,0,1,2,6,0,.go,1,1,67,1,0,0,0,1
caddyserver__caddy-6350,caddyserver/caddy,Go,A,A,high,X-SMALL (A),caddy -> A. scope=1+0=1 -> 1d X-SMALL.,high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1533,0,1,668,1,2,24,20,.go,1,2,48,1,0,0,0,1
caddyserver__caddy-6370,caddyserver/caddy,Go,A,A,medium,A.S,"caddy -> A. scope=3+8=11, only 1 above the 1d cut -> rank 1/4 -> tier S, W-LOWLEV (11 < median 18). Eligible but the least-defensible caddy admit; caddy's build intercept, not scope, decides whether it clears 20 core-s.","medium (scope 11, one above the A gate; magnitude rests on layer-3)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,667,0,1,0,1,2,7,11,.go,1,2,24,3,8,0,0,1
caddyserver__caddy-6411,caddyserver/caddy,Go,A,A,high,X-SMALL (A),"caddy -> A. scope=1+1=2 -> 1d X-SMALL. hints_chars=3777 is the largest in caddy but hints affect only search/harness cost, never the tool fence.",high (X-SMALL: R3 scope 2 < 10),S,"tiny fix (3+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,501,0,0,3777,1,2,3,0,.go,3,4,18,1,1,0,0,1
gin-gonic__gin-1805,gin-gonic/gin,Go,A,A,medium,A.M,"repo gin-gonic/gin -> A. scope=1+13=14 >= 10, ps_chars=613. Rank 2/4 -> tier M. W-LOWLEV forced on every gin candidate per known_limits 5(b). patch is 1 file/1 hunk/1 add: the whole episode is search+one-line edit over gin's small closure.",medium-high (gin module tiny; sibling gin-3741 measured 137 Ginstr),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,613,0,1,72,1,1,1,1,.go,1,2,21,1,13,0,0,1
gin-gonic__gin-1957,gin-gonic/gin,Go,A,A,medium,A.M,"gin -> A. scope=2+13=15 -> rank 3/4 -> tier M. W-BIGDIFF (patch_files=4, patch_add=83) and W-LOWLEV (gin blanket). Largest gin patch, but jq-2681 proved patch size carries 0% editor CPU.",medium-high (gin module tiny),E,large fix (4f/6h/83+),"low (1/10 vs realized labels, report 17)",,,,644,0,1,0,4,6,83,0,.go .md,2,3,69,2,13,0,0,1
gin-gonic__gin-2121,gin-gonic/gin,Go,A,A,high,X-SMALL (A),gin -> A. scope=2+1=3 -> 1d X-SMALL.,high (X-SMALL: R3 scope 3 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2222,0,1,0,1,1,3,0,.go,2,2,40,2,1,0,0,1
gin-gonic__gin-2755,gin-gonic/gin,Go,A,A,medium,A.S,"gin -> A. scope=1+13=14, tied with gin-1805; tie-break on test_hunks (1 vs 2) ranks it below -> rank 1/4 -> tier S. W-LOWLEV (gin blanket). ps_has_traceback=1, one of only 2 in Go.",medium-high (gin module tiny),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1892,1,1,180,1,1,1,1,.go,1,1,13,1,13,0,0,1
gin-gonic__gin-3227,gin-gonic/gin,Go,A,A,high,X-SMALL (A),gin -> A. scope=1+0=1 -> 1d X-SMALL.,high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1575,0,1,2,1,3,8,1,.go,1,1,20,1,0,0,0,1
gin-gonic__gin-3741,gin-gonic/gin,Go,A,A,high,"X-SMALL (A) — ALREADY RUN, REJECTED","CROSS-CHECK: gin -> A, scope=1+1=2 < 10 -> 1d/R3 X-SMALL before any spend. Matches the measured outcome (fence only 137 Ginstr / 15 windows, 15% of its argv samples apt/dpkg bootstrap, 1 replay run banked). Rule gets it right, but the credit belongs to STEP 0 repo-keying, not the threshold.","high — measured reject, correctly pre-rejected",S,"tiny fix (2+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",S,S=70% E=8% T=15% B=8%,ML_multiling,453,0,0,0,1,1,2,0,.go,1,1,1,1,1,0,0,1
gin-gonic__gin-3820,gin-gonic/gin,Go,A,A,medium,A.L,"gin -> A. scope=1+16=17, the gin max -> rank 4/4 -> tier L. ps_chars=2767, hints=453. Still W-LOWLEV by the known_limits 5(b) blanket: 17 vs gin-3741's 2 is 8.5x scope, and gin-3741 came in ~750x below prometheus.","medium (best gin candidate, but gin's whole closure is the smallest in Go)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2767,0,1,453,1,2,3,0,.go,1,2,2,1,16,0,0,1
gin-gonic__gin-4003,gin-gonic/gin,Go,A,A,high,X-SMALL (A),gin -> A. scope=1+0=1 -> 1d X-SMALL. ps_has_traceback=1 but that feature fires 17/300 corpus-wide and is not a CPU predictor.,high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1245,1,1,177,1,1,1,1,.go,1,1,11,1,0,0,0,1
gohugoio__hugo-12171,gohugoio/hugo,Go,A,A,high,A.S,"repo gohugoio/hugo -> A. scope=1+12=13 >= 10, ps_chars=2281. Rank 1/4 -> tier S, W-LOWLEV (13 < hugo eligible median 24). patch 1 file/1 hunk/16 add.",medium (lowest hugo admit),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2281,0,1,0,1,1,16,19,.go,1,1,30,1,12,0,0,1
gohugoio__hugo-12204,gohugoio/hugo,Go,A,A,high,X-SMALL (A),"hugo -> A. scope=1+1=2 -> 1d X-SMALL. Curiosity: patch_exts='.html' only, the sole Go-language instance whose gold patch touches no Go file — mech is still A because mech is a function of repo, not of the diff.",high (X-SMALL: R3 scope 2 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,897,0,1,0,1,1,1,1,.html,1,2,30,1,1,0,0,1
gohugoio__hugo-12343,gohugoio/hugo,Go,A,A,high,A.M,"hugo -> A. scope=1+23=24 -> rank 2/4 -> tier M. W-READ fired (ps_chars=550) and I READ it: names `.RelPermaLink`, the permalinks config key and the exact broken output path -> passes 2a.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,550,0,1,0,1,1,7,0,.go,1,1,55,1,23,0,0,1
gohugoio__hugo-12448,gohugoio/hugo,Go,A,A,high,A.L,"hugo -> A. scope=1+34=35, the hugo max -> rank 4/4 -> tier L. ps_chars=1630 (no W-READ), patch 1 file/3 hunks/12 add (no W-BIGDIFF), hugo share 7/42=0.17 (no W-CONFOUND), repo spread 17.5x (no W-NOLEV). Zero flags — the only fully unflagged top-tier eligible in Go.",low,T,heavy verify set (1+34 tests),"low (1/10 vs realized labels, report 17)",,,,1630,0,1,537,1,3,12,2,.go,2,2,37,1,34,0,0,1
gohugoio__hugo-12562,gohugoio/hugo,Go,A,A,high,X-SMALL (A),hugo -> A. scope=1+6=7 < 10 -> 1d X-SMALL. Closest hugo near-miss.,high (X-SMALL: R3 scope 7 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1351,0,1,0,1,1,2,2,.go,1,1,33,1,6,0,0,1
gohugoio__hugo-12579,gohugoio/hugo,Go,A,A,high,A.M,"hugo -> A. scope=1+23=24, tied with hugo-12343; tie-break on test_hunks (5 vs 1) ranks it above -> rank 3/4 -> tier M. No flags. Viable substitute if hugo-12448 fails layer 3.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,954,0,1,6,1,1,1,1,.go,2,5,12,1,23,0,0,1
gohugoio__hugo-12768,gohugoio/hugo,Go,A,A,high,X-SMALL (A),hugo -> A. scope=1+2=3 -> 1d X-SMALL.,high (X-SMALL: R3 scope 3 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,937,0,1,477,1,1,2,1,.go,1,2,8,1,2,0,0,1
hashicorp__terraform-34580,hashicorp/terraform,Go,A,A,high,A.F,"repo hashicorp/terraform -> A. scope=3+16=19 >= 10, ps_chars=806. Repo spread max35/min17=2.06x < 3 -> W-NOLEV -> STEP 3 forces tier F for every terraform instance. Usable as a negative control only (predicts the instance effect vanishes within terraform).",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,806,0,1,586,1,1,1,0,.go,5,5,126,3,16,0,0,1
hashicorp__terraform-34814,hashicorp/terraform,Go,A,A,high,A.F,terraform -> A. scope=1+16=17 >= 10 -> eligible; W-NOLEV (repo spread 2.06x) -> tier F; W-LOWLEV (17 < eligible median 19).,low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2405,0,1,1600,1,1,8,1,.go,1,1,7,1,16,0,0,1
hashicorp__terraform-34900,hashicorp/terraform,Go,A,A,high,A.F,"terraform -> A. scope=2+15=17 -> eligible, tier F (W-NOLEV). W-LOWLEV (17<19) and W-BIGDIFF (patch_files=3, patch_hunks=11) — the latter is a harness-fence covariate only.",low,E,large fix (3f/11h/26+),"low (1/10 vs realized labels, report 17)",,,,3809,0,1,932,3,11,26,57,.go,3,3,144,2,15,0,0,1
hashicorp__terraform-35543,hashicorp/terraform,Go,A,A,high,A.F,"terraform -> A. scope=6+29=35, the terraform max, but W-NOLEV still forces tier F. W-BIGDIFF (patch_files=8, hunks=17, add=247, test_hunks=31 — the largest Go patch after prometheus-9248). Best pure-magnitude Go candidate; worst leverage candidate.",low (largest Go dep closure; magnitude is the safest bet in the set),E,large fix (8f/17h/247+),"low (1/10 vs realized labels, report 17)",S,S=82% E=3% T=8% B=6%,probe hashicorp-bE,917,0,1,255,8,17,247,130,.go,2,31,138,6,29,0,0,1
hashicorp__terraform-35611,hashicorp/terraform,Go,A,A,high,A.F,"terraform -> A. scope=1+20=21 -> eligible, tier F (W-NOLEV). ps_chars=4840, the second-largest Go problem statement.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,4840,0,1,23,1,3,22,21,.go,2,2,3,1,20,0,0,1
prometheus__prometheus-10633,prometheus/prometheus,Go,A,A,high,X-SMALL (A),"repo prometheus/prometheus -> A. scope=1+0=1 -> 1d X-SMALL, despite living in the highest-leverage Go repo (spread 77x). It is the min end of that spread.",high (X-SMALL: R3 scope 1 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2414,0,1,166,2,3,19,0,.go .json,1,1,4,1,0,0,0,1
prometheus__prometheus-10720,prometheus/prometheus,Go,A,A,low,A.S,"prometheus -> A. scope=2+10=12 >= 10 -> eligible; rank 2/6 -> tier S; W-LOWLEV (12 < median 26); W-BIGDIFF (patch_files=7, hunks=11). W-READ fired (ps_chars=496) and I READ it: it technically passes 2a by naming `day_of_year` next to existing day_of_month/day_of_week, BUT ~350 of the 496 chars are the GitHub `<!-- do not ask support questions -->` template comment, so real content is ~140 chars — below R1's 150 cut. Also a feature request with no failing test and no repro. Keep eligible, flag as the Go instance most likely to degenerate.","medium (ps_chars inflated by issue-template boilerplate; effective content ~140 chars, below the R1 cut)",E,large fix (7f/11h/37+),"low (1/10 vs realized labels, report 17)",,,,496,0,0,127,7,11,37,2,.go .grammar .md .ts,1,2,14,2,10,0,0,1
prometheus__prometheus-11859,prometheus/prometheus,Go,A,A,high,X-SMALL (A),prometheus -> A. scope=1+1=2 -> 1d X-SMALL. Notable: ps_chars=14854 is the LARGEST problem statement in Go and it is still excluded — direct evidence that ps_chars carries no magnitude information.,high (X-SMALL: R3 scope 2 < 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,14854,0,1,1032,1,1,38,11,.go,1,1,55,1,1,0,0,1
prometheus__prometheus-12874,prometheus/prometheus,Go,A,A,high,A.L,"prometheus -> A. scope=1+45=46 -> rank 5/6 -> tier L. No warn flags (ps_chars=1808, patch 1 file/2 hunks/6 add). Subject to 1g X-DUP unless declared part of a within-repo contrast pair with the banked prometheus-9248.",low,T,heavy verify set (1+45 tests),"low (1/10 vs realized labels, report 17)",,,,1808,0,1,0,1,2,6,3,.go,1,1,46,1,45,0,0,1
prometheus__prometheus-13845,prometheus/prometheus,Go,A,A,high,A.M,prometheus -> A. scope=3+37=40 -> rank 4/6 -> tier M. No flags. 1g X-DUP applies unless pre-declared as a contrast partner for prometheus-9248.,low,T,heavy verify set (3+37 tests),"low (1/10 vs realized labels, report 17)",,,,2429,0,1,0,1,1,3,1,.go,2,2,23,3,37,0,0,1
prometheus__prometheus-14861,prometheus/prometheus,Go,A,A,high,A.S,prometheus -> A. scope=2+10=12 -> rank 1/6 -> tier S; W-LOWLEV (12 < median 26). The W-LOWLEV flag is misleading here and I am recording it while contradicting its implication: the banked 9248 sits at the same scope 12 and produced the largest measured Go fence.,low (scope 12 empirically proven in this repo: 9248 is also scope 12 and measured 383.3 core-s),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1331,1,1,51,1,1,4,0,.go,1,1,23,2,10,0,0,1
prometheus__prometheus-15142,prometheus/prometheus,Go,A,A,high,A.L,"prometheus -> A. scope=3+74=77, the maximum in the entire Go corpus -> rank 6/6 -> tier L. W-BIGDIFF (patch_hunks=8). Highest-value Go episode by STEP 5(i): pairing it with the already-paid 9248 (scope 12, A.M) gives a 6.4x within-repo scope contrast at fixed repo/language/toolchain for the cost of ONE episode.",low,E,large fix (1f/8h/49+),"low (1/10 vs realized labels, report 17)",,,,1424,0,0,508,1,8,49,58,.go,1,1,57,3,74,0,0,1
prometheus__prometheus-9248,prometheus/prometheus,Go,A,A,high,"A.M — ALREADY RUN, ACCEPTED","CROSS-CHECK: prometheus -> A, scope=2+10=12 >= 10 -> R3/1d admit. Measured 383.3 core-s with compile 62% / tests(go) 28% = exactly the MIXTURE class A predicts (and the reason A refuses to name a winner; corrected, 32% of its compile bucket is the `/tmp/go-build*/b001/rules.test` binary). W-READ (ps_chars=462, passed at run time), W-LOWLEV (12 < median 26) and W-BIGDIFF (patch_files=9, hunks=37, add=534) all fire on an ACCEPTED episode — confirming none of them may block.",low — measured accept,E,large fix (9f/37h/534+),"low (1/10 vs realized labels, report 17)",S,S=75% E=8% T=12% B=6%,ML_multiling,462,0,0,0,9,37,534,504,.go .grammar .js .md .ts .y,3,3,25,2,10,0,0,1
apache__druid-13704,apache/druid,Java,J,J.F,high,,"repo=apache/druid -> mech J (STEP 0, total function of repo). Repo eligible-scope range 2-5 = 2.5x < 3 -> W-NOLEV -> tier F (STEP 3). scope=3 (f2p1+p2p2), ps=768, tf1/th1/ta29, no other flag.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,768,0,0,0,2,3,10,1,.java .md,1,1,29,1,2,0,0,1
apache__druid-14092,apache/druid,Java,J,J.F,high,,"mech J; druid W-NOLEV 2.5x -> F. scope=2 (f2p1+p2p1) = repo min, < druid median 3 -> W-LOWLEV. ps=1304, pa=65/pd=32 but pf=1/ph=5 so no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1304,0,0,0,1,5,65,32,.java,1,5,43,1,1,0,0,1
apache__druid-14136,apache/druid,Java,J,J.F,high,,mech J; druid W-NOLEV 2.5x -> F. scope=5 (f2p3+p2p2) = repo max. patch_files=3 -> W-BIGDIFF (harness-fence covariate only). tf=3/th=5/ta=142 = broadest druid test_patch.,low,E,large fix (3f/8h/30+),"low (1/10 vs realized labels, report 17)",,,,979,0,1,0,3,8,30,43,.java,3,5,142,3,2,0,0,1
apache__druid-15402,apache/druid,Java,J,J.F,high,,"mech J; druid W-NOLEV 2.5x -> F. scope=3, ps=1277 with repro + hints=355, pf1/ph3/pa5 -> no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1277,0,1,355,1,3,5,4,.java,1,2,5,1,2,0,0,1
apache__druid-16875,apache/druid,Java,J,J.F,high,,"mech J; druid W-NOLEV 2.5x -> F. scope=3, ps=2469 with traceback=1 AND repro=1 -> best-specified druid row, lowest degeneracy risk. No W-BIGDIFF (pf1/ph3/pa9).",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2469,1,1,0,1,3,9,2,.java,1,2,11,1,2,0,0,1
apache__lucene-11760,apache/lucene,Java,J,J.M,high,,"mech J; scope=12 rank 5/8 -> M (ranked above 12196 by th=2>1; next tier value is 24 so the M/L boundary is a clear gap). W-READ fired (ps=409) and I READ it: names IntervalBuilder.NO_INTERVALS, DocIdSetIterator contract and F2P TestIntervalBuilder.testEmptyIntervals -> concrete, NOT downgraded to X-DEGEN.",low,S,"tiny fix (5+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,409,0,0,0,1,2,5,1,.java,1,2,38,1,11,0,0,1
apache__lucene-12022,apache/lucene,Java,J,J.L,high,,"mech J; scope=24 (f2p1+p2p23) rank 6/8 -> L, clear gap from the 12-cluster below. ps=1189, pf2/ph3/pa8 -> no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1189,0,0,0,2,3,8,0,.java .txt,1,1,28,1,23,0,0,1
apache__lucene-12196,apache/lucene,Java,J,J.M,high,,"mech J; scope=12 (f2p1+p2p11) = lucene median, rank 4/8 -> M, tied with 11760 and both land in M so the tie-break cannot move the tier. ps=1099 + repro + hints=377. No W-LOWLEV, no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1099,0,1,377,2,2,6,0,.java .txt,1,1,5,1,11,0,0,1
apache__lucene-12212,apache/lucene,Java,J,J.M,medium,,"mech J; scope=11 (f2p1+p2p10) rank 3/8 -> M, but it is the first row above the S/M boundary inside the narrow 9-12 cluster -> fragile. W-LOWLEV (11 < median 12). ps=3723 (richest lucene statement), tf1/th5/ta56.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3723,0,1,0,1,3,8,2,.java,1,5,56,1,10,0,0,1
apache__lucene-12626,apache/lucene,Java,J,J.L,high,,"mech J; scope=107 (f2p1+p2p106) = lucene max, rank 8/8 -> L, the largest static test scope outside lombok. ps=782 + repro, tf=2/th=6/ta=50. No W-BIGDIFF (pf2/ph2/pa3).",low,T,heavy verify set (1+106 tests),"low (1/10 vs realized labels, report 17)",,,,782,0,1,0,2,2,3,0,.java .txt,2,6,50,1,106,0,0,1
apache__lucene-13170,apache/lucene,Java,J,J.S,high,,"mech J; lucene spread 9-107 = 11.9x so no W-NOLEV. scope=9 (f2p1+p2p8) = rank 1/8 eligible -> S. < lucene median 12 -> W-LOWLEV. ps=1440, hints=130, pf1/ph1/pa1 = smallest lucene patch.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1440,0,1,130,1,1,1,1,.java,1,1,11,1,8,0,0,1
apache__lucene-13301,apache/lucene,Java,J,J.X-SMALL,high,,"mech J, then STEP 1e fires: scope = f2p1 + p2p0 = 1 < 2 -> X-SMALL, excluded before any tier is assigned. Note it is otherwise the broadest lucene test_patch (tf=10/th=12/ta=62) and W-BIGDIFF (pf=5) — a broad patch with zero regression tests selected, which is exactly the shape the near-vacuous J gate is meant to catch.",high — INELIGIBLE. The only Java row failing a hard static gate.,E,large fix (5f/5h/12+),"low (1/10 vs realized labels, report 17)",,,,1584,1,1,0,5,5,12,5,.java,10,12,62,1,0,0,0,1
apache__lucene-13494,apache/lucene,Java,J,J.S,medium,,"mech J; scope=9 rank 2/8 -> S. Tied at 9 with lucene-13170, ordered above it by th=2>1; sits immediately below the S/M tercile boundary in a tight 9-9-11-12-12 cluster, so the tier is boundary-fragile. W-LOWLEV (9<12). ps=2408 + traceback.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2408,1,1,0,2,4,12,3,.java .txt,1,2,37,1,8,0,0,1
apache__lucene-13704,apache/lucene,Java,J,J.L,high,,"mech J; scope=40 (f2p1+p2p39) rank 7/8 -> L. ps=1923 + repro, tf1/th2/ta38. No flags.",low,T,heavy verify set (1+39 tests),"low (1/10 vs realized labels, report 17)",,,,1923,0,1,0,2,3,5,2,.java .txt,1,2,38,1,39,0,0,1
google__gson-1014,google/gson,Java,J,J.S,medium,,"mech J; gson spread 2-10 = 5x so no W-NOLEV. scope=2 (f2p2+p2p0) = repo min, rank 1/9 -> S. < gson median 3 -> W-LOWLEV. ps=976 + traceback.",medium — X-DUP under rule 1g (gson already sampled via gson-2061); fence-magnitude risk itself is low.,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,976,1,1,0,1,1,6,2,.java,1,1,50,2,0,0,0,1
google__gson-1093,google/gson,Java,J,J.L,medium,,"mech J; scope=5 (f2p1+p2p4) rank 7/9 -> L, but the M/L split rests on scope 3 vs 5 so the boundary is weak. ps=912 + repro + hints=120.",medium — X-DUP (rule 1g).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,912,0,1,120,1,1,2,2,.java,1,2,26,1,4,0,0,1
google__gson-1100,google/gson,Java,J,J.S,low,,"mech J; scope=3 rank 3/9 -> S, but it sits EXACTLY on the S/M tercile boundary inside the five-row scope-3 block, and its side of the boundary is decided purely by th=1/ta=14 vs gson-2134's th=2. Same scope as the row labelled M. ps=1447 + traceback, repro=0.",medium — X-DUP (rule 1g); tier is tie-break-only.,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1447,1,0,0,1,2,7,2,.java,1,1,14,1,2,0,0,1
google__gson-2024,google/gson,Java,J,J.M,medium,,"mech J; scope=3 (f2p3+p2p0) rank 6/9 -> M, highest of the scope-3 block by th=4, immediately below the M/L boundary. ps=931 + repro + hints=154, tf=3.",medium — X-DUP (rule 1g).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,931,0,1,154,1,5,23,5,.java,3,4,27,3,0,0,0,1
google__gson-2061,google/gson,Java,J,J.L,high,,"CROSS-CHECK ROW. mech J; scope=6 rank 8/9 -> J.L. Confirms the rules: ps=169 fires W-READ but clears the 150 cut, the J gate (scope>=2) admits it, and it produced the second-largest fence in the whole reference set. Also proves J.L is a WITHIN-REPO label carrying no absolute magnitude: scope 6 is 'L' in gson and would be bottom-tier S in lombok.","none — ALREADY PROFILED and ACCEPTED (270.8 core-s, tests(java) 88% / compile 7% / java-other 3%).",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",S,S=79% E=4% T=7% B=9%,ML_multiling,169,0,0,1330,2,2,2,2,.java,2,2,14,2,4,0,0,1
google__gson-2134,google/gson,Java,J,J.M,low,,mech J; scope=3 rank 4/9 -> M solely because th=2 outranks gson-1100's th=1 across the S/M boundary. Identical scope to three S-labelled gson rows. ps=1723 + repro.,medium — X-DUP (rule 1g); tier is tie-break-only.,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1723,0,1,0,1,2,7,2,.java,1,2,31,2,1,0,0,1
google__gson-2158,google/gson,Java,J,J.L,high,,"mech J; scope=10 (f2p6+p2p4) = gson max, rank 9/9 -> L. patch_hunks=8 -> W-BIGDIFF. Highest f2p count in gson (6). Would be the natural gson L-vs-S partner if a within-gson contrast pair were pre-declared, but gson spread is only 5x so leverage is poor.","medium — X-DUP (rule 1g, same repo as the banked gson-2061).",E,large fix (2f/8h/38+),"low (1/10 vs realized labels, report 17)",,,,1144,0,1,0,2,8,38,8,.java,1,3,60,6,4,0,0,1
google__gson-2311,google/gson,Java,J,J.S,medium,,"mech J; scope=3 rank 2/9 -> S. One of five gson rows tied at scope 3; ordered lowest by th=1 then ta=2 (smallest test_add). ps=1544, hints=27.","medium — X-DUP (rule 1g, gson already sampled).",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1544,0,1,27,1,2,8,3,.java,1,1,2,1,2,0,0,1
google__gson-2479,google/gson,Java,J,J.M,medium,,"mech J; scope=3 rank 5/9 -> M (mid-tercile, ordered by th=3). ps=1258, hints=2599, repro=0, pf2/ph7/pa22 -> just under W-BIGDIFF.",medium — X-DUP (rule 1g).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1258,0,0,2599,2,7,22,1,.java .md,2,3,37,2,1,0,0,1
javaparser__javaparser-4538,javaparser/javaparser,Java,J,J.F,high,,"mech J; both javaparser rows are scope 2 -> max/min = 1x < 3 -> W-NOLEV -> tier F (matches the spec's 'javaparser 1x'). scope=2 (f2p1+p2p1). patch_add=100 -> W-BIGDIFF, the largest gold patch in Java (harness-fence covariate only). ps=932 + traceback.",low,E,large fix (1f/3h/100+),"low (1/10 vs realized labels, report 17)",,,,932,1,1,0,1,3,100,42,.java,1,2,86,1,1,0,0,1
javaparser__javaparser-4561,javaparser/javaparser,Java,J,J.F,high,,"mech J; javaparser W-NOLEV 1x -> F. scope=2 (f2p1+p2p1), ps=3369 + repro + hints=29, pf1/ph4/pa18 -> no W-BIGDIFF. Usable only as a negative control: the instance cannot move this repo's fence.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3369,0,1,29,1,4,18,4,.java,1,1,57,1,1,0,0,1
